Time,Activity,PhoneDevice,android_sensor_accelerometer0,android_sensor_accelerometer1,android_sensor_accelerometer2,Lat,Long,XYZ
1500568660090,leiana,motorola-XT1096,-4.041412354,-7.249642849,-9.136273384,30.6189465,-96.3396358,Y
1500568660130,leiana,motorola-XT1096,-2.26970315,-6.780379295,-7.661445618,30.6189465,-96.3396358,X
1500568660190,leiana,motorola-XT1096,-0.871489406,-6.856993675,-6.157886982,30.6189465,-96.3396358,Z
1500568660300,leiana,motorola-XT1096,-1.8579005,-6.224924564,-7.354987621,30.6189465,-96.3396358,Y
1500568660340,leiana,motorola-XT1096,-0.603338838,-6.090848923,-8.331821442,30.6189465,-96.3396358,Y
1500568660370,leiana,motorola-XT1096,0.143652096,-6.703764915,-7.862558365,30.6189465,-96.3396358,X
1500568660430,leiana,motorola-XT1096,0.019153614,-5.774814606,-6.981492043,30.6189465,-96.3396358,X
1500568660500,leiana,motorola-XT1096,-2.011129379,-3.725377798,-8.063671112,30.6189465,-96.3396358,X
1500568660550,leiana,motorola-XT1096,-2.41335535,-4.165910721,-8.398859978,30.6189465,-96.3396358,Z
1500568660610,leiana,motorola-XT1096,-1.56101954,-3.964797974,-8.379706383,30.6189465,-96.3396358,Y
1500568660680,leiana,motorola-XT1096,-0.986411095,-3.189076662,-7.125144482,30.6189465,-96.3396358,X
1500568660720,leiana,motorola-XT1096,-1.886630893,-3.801992416,-7.527369976,30.6189465,-96.3396358,X
1500568660780,leiana,motorola-XT1096,-2.260126352,-4.797980309,-8.245630264,30.6189465,-96.3396358,X
1500568660860,leiana,motorola-XT1096,-3.16034627,-7.173028469,-9.308655739,30.6189465,-96.3396358,Z
1500568660900,leiana,motorola-XT1096,-2.11647439,-7.7284832,-7.709329605,30.6189465,-96.3396358,Z
1500568660960,leiana,motorola-XT1096,-0.660799682,-5.458779812,-5.554547787,30.6189465,-96.3396358,Z
1500568661020,leiana,motorola-XT1096,0.086191259,-6.818686485,-7.153874874,30.6189465,-96.3396358,X
1500568661100,leiana,motorola-XT1096,-0.02873042,-8.283937454,-6.550535679,30.6189465,-96.3396358,Y
1500568661140,leiana,motorola-XT1096,-0.957680702,-10.27591324,-7.785943985,30.6189465,-96.3396358,Z
1500568661200,leiana,motorola-XT1096,0.277727395,-6.598419666,-5.305551052,30.6189465,-96.3396358,X
1500568661260,leiana,motorola-XT1096,1.063025594,-6.962338448,-5.669469833,30.6189465,-96.3396358,Z
1500568661320,leiana,motorola-XT1096,-0.823605359,-6.493074894,-5.612008572,30.6189465,-96.3396358,Y
1500568661380,leiana,motorola-XT1096,-1.474828243,-8.293514252,-7.354987621,30.6189465,-96.3396358,Z
1500568661440,leiana,motorola-XT1096,-1.034295082,-7.06768322,-7.163451672,30.6189465,-96.3396358,Z
1500568661500,leiana,motorola-XT1096,-1.905784607,-6.684611321,-7.814674377,30.6189465,-96.3396358,Y
1500568661550,leiana,motorola-XT1096,-1.829170108,-5.765237808,-8.006210327,30.6189465,-96.3396358,Y
1500568661610,leiana,motorola-XT1096,-1.810016513,-7.307103634,-8.274360657,30.6189465,-96.3396358,Z
1500568661710,leiana,motorola-XT1096,-0.421379507,-5.908889771,-6.291962147,30.6189465,-96.3396358,Y
1500568661760,leiana,motorola-XT1096,0.488417149,-6.110002518,-7.872135162,30.6189465,-96.3396358,Y
1500568661790,leiana,motorola-XT1096,-1.244984865,-4.089296341,-7.422025204,30.6189465,-96.3396358,X
1500568661890,leiana,motorola-XT1096,-2.001552582,-3.485957623,-8.523358345,30.6189465,-96.3396358,X
1500568661910,leiana,motorola-XT1096,-1.570596337,-4.165910721,-7.814674377,30.6189465,-96.3396358,X
1500568661970,leiana,motorola-XT1096,-0.900219858,-3.313575268,-6.770802498,30.6189465,-96.3396358,Y
1500568662030,leiana,motorola-XT1096,-1.800439715,-4.596867085,-8.322244644,30.6189465,-96.3396358,X
1500568662100,leiana,motorola-XT1096,-3.323152065,-6.148310184,-8.408436775,30.6189465,-96.3396358,Z
1500568662150,leiana,motorola-XT1096,-2.173935175,-5.793968201,-7.632715225,30.6189465,-96.3396358,X
1500568662210,leiana,motorola-XT1096,-2.15478158,-5.851428986,-7.297526836,30.6189465,-96.3396358,Z
1500568662280,leiana,motorola-XT1096,-2.068590164,-8.188169479,-6.904877663,30.6189465,-96.3396358,Y
1500568662320,leiana,motorola-XT1096,-1.762132406,-7.65186882,-7.61356163,30.6189465,-96.3396358,Y
1500568662380,leiana,motorola-XT1096,-0.718260527,-9.050082207,-6.655880928,30.6189465,-96.3396358,Y
1500568662440,leiana,motorola-XT1096,-0.191536129,-7.584830761,-6.157886982,30.6189465,-96.3396358,Y
1500568662520,leiana,motorola-XT1096,0.038307227,-5.554547787,-5.037400246,30.6189465,-96.3396358,X
1500568662560,leiana,motorola-XT1096,-0.938527048,-10.18972206,-7.422025204,30.6189465,-96.3396358,Z
1500568662620,leiana,motorola-XT1096,0.67037648,-7.220912457,-7.058106422,30.6189465,-96.3396358,X
1500568662680,leiana,motorola-XT1096,0.63206923,-6.579266071,-5.133168221,30.6189465,-96.3396358,Y
1500568662740,leiana,motorola-XT1096,-0.995987892,-7.527369976,-6.445190907,30.6189465,-96.3396358,X
1500568662800,leiana,motorola-XT1096,-1.628057122,-7.489062786,-6.91445446,30.6189465,-96.3396358,X
