Time,Activity,PebbleDevice,PebbleAccX,PebbleAccY,PebbleAccZ,Lat,Long,XYZ
1500575850140,isaac,PebbleTimeSteel,-454,10,-838,30.6188622,-96.3398792,Z
1500575850180,isaac,PebbleTimeSteel,-231,81,-955,30.6188622,-96.3398792,X
1500575850220,isaac,PebbleTimeSteel,-304,27,-998,30.6188622,-96.3398792,Z
1500575850260,isaac,PebbleTimeSteel,-568,112,-841,30.6188622,-96.3398792,X
1500575850300,isaac,PebbleTimeSteel,-706,73,-279,30.6188622,-96.3398792,Y
1500575850340,isaac,PebbleTimeSteel,-672,35,-906,30.6188622,-96.3398792,Y
1500575850380,isaac,PebbleTimeSteel,-659,-6,-882,30.6188622,-96.3398792,X
1500575850420,isaac,PebbleTimeSteel,-602,-5,-828,30.6188622,-96.3398792,X
1500575850460,isaac,PebbleTimeSteel,-351,25,-938,30.6188622,-96.3398792,Y
1500575850500,isaac,PebbleTimeSteel,-495,39,-633,30.6188622,-96.3398792,Z
1500575850540,isaac,PebbleTimeSteel,-565,68,-421,30.6188622,-96.3398792,Z
1500575850580,isaac,PebbleTimeSteel,-547,85,-608,30.6188622,-96.3398792,X
1500575850620,isaac,PebbleTimeSteel,-663,-199,-347,30.6188622,-96.3398792,Z
1500575850660,isaac,PebbleTimeSteel,-641,-74,-627,30.6188622,-96.3398792,Z
1500575850700,isaac,PebbleTimeSteel,-545,263,-1051,30.6188622,-96.3398792,X
1500575850740,isaac,PebbleTimeSteel,-521,258,-822,30.6188622,-96.3398792,X
1500575850780,isaac,PebbleTimeSteel,-368,318,-1206,30.6188622,-96.3398792,Y
1500575850820,isaac,PebbleTimeSteel,-402,-4,-918,30.6188622,-96.3398792,Y
1500575850860,isaac,PebbleTimeSteel,-688,133,-860,30.6188622,-96.3398792,Z
1500575850900,isaac,PebbleTimeSteel,-731,166,-1403,30.6188622,-96.3398792,X
1500575850940,isaac,PebbleTimeSteel,-481,-103,-594,30.6188622,-96.3398792,Z
1500575850980,isaac,PebbleTimeSteel,-641,262,-213,30.6188622,-96.3398792,Y
1500575851020,isaac,PebbleTimeSteel,-378,93,-510,30.6188622,-96.3398792,Y
1500575851060,isaac,PebbleTimeSteel,-458,-135,-1144,30.6188622,-96.3398792,Z
1500575851100,isaac,PebbleTimeSteel,-251,-57,-837,30.6188622,-96.3398792,Z
1500575851140,isaac,PebbleTimeSteel,-540,33,-536,30.6188622,-96.3398792,X
1500575851180,isaac,PebbleTimeSteel,-578,96,-598,30.6188622,-96.3398792,Y
1500575851220,isaac,PebbleTimeSteel,-421,-59,-1227,30.6188622,-96.3398792,Z
1500575851260,isaac,PebbleTimeSteel,-388,68,-958,30.6188622,-96.3398792,Z
1500575851300,isaac,PebbleTimeSteel,-364,-8,-906,30.6188622,-96.3398792,Y
