Time,Activity,PebbleDevice,PebbleAccX,PebbleAccY,PebbleAccZ,Lat,Long,XYZ
1500569378830,kalynn,PebbleTimeSteel,-367,45,-782,30.6188784,-96.3395468,Z
1500569378870,kalynn,PebbleTimeSteel,-469,-10,-709,30.6188784,-96.3395468,Y
1500569378910,kalynn,PebbleTimeSteel,-345,19,-555,30.6188784,-96.3395468,Y
1500569378950,kalynn,PebbleTimeSteel,-202,49,-937,30.6188784,-96.3395468,Y
1500569378990,kalynn,PebbleTimeSteel,-316,184,-917,30.6188784,-96.3395468,X
1500569379030,kalynn,PebbleTimeSteel,-335,28,-919,30.6188784,-96.3395468,X
1500569379070,kalynn,PebbleTimeSteel,-149,-61,-976,30.6188784,-96.3395468,X
1500569379110,kalynn,PebbleTimeSteel,-613,-147,-1026,30.6188784,-96.3395468,X
1500569379150,kalynn,PebbleTimeSteel,-488,-166,-662,30.6188784,-96.3395468,X
1500569379190,kalynn,PebbleTimeSteel,-380,179,-505,30.6188784,-96.3395468,Z
1500569379230,kalynn,PebbleTimeSteel,-227,-46,-713,30.6188784,-96.3395468,Y
1500569379270,kalynn,PebbleTimeSteel,-53,72,-967,30.6188784,-96.3395468,Z
1500569379310,kalynn,PebbleTimeSteel,-134,36,-1078,30.6188784,-96.3395468,Y
1500569379350,kalynn,PebbleTimeSteel,-312,-166,-896,30.6188784,-96.3395468,X
1500569379390,kalynn,PebbleTimeSteel,-257,-25,-630,30.6188784,-96.3395468,Y
1500569379430,kalynn,PebbleTimeSteel,-511,-88,-1090,30.6188784,-96.3395468,Z
1500569379470,kalynn,PebbleTimeSteel,-443,55,-609,30.6188784,-96.3395468,Y
1500569379510,kalynn,PebbleTimeSteel,-491,-62,-600,30.6188784,-96.3395468,X
1500569379550,kalynn,PebbleTimeSteel,-320,-184,-743,30.6188784,-96.3395468,Z
1500569379590,kalynn,PebbleTimeSteel,-426,103,-785,30.6188784,-96.3395468,Z
1500569379630,kalynn,PebbleTimeSteel,146,20,-938,30.6188784,-96.3395468,Z
1500569379670,kalynn,PebbleTimeSteel,-405,49,-962,30.6188784,-96.3395468,X
1500569379710,kalynn,PebbleTimeSteel,-103,149,-1388,30.6188784,-96.3395468,Z
1500569379750,kalynn,PebbleTimeSteel,3,258,-570,30.6188784,-96.3395468,X
1500569379790,kalynn,PebbleTimeSteel,-267,220,-982,30.6188784,-96.3395468,X
1500569379830,kalynn,PebbleTimeSteel,-93,-100,-965,30.6188784,-96.3395468,Z
