Time,Activity,PebbleDevice,PebbleAccX,PebbleAccY,PebbleAccZ,Lat,Long,XYZ
1500568660500,leiana,PebbleTimeSteel,-511,-31,-726,30.6189465,-96.3396358,Z
1500568660540,leiana,PebbleTimeSteel,-508,-144,-534,30.6189465,-96.3396358,X
1500568660580,leiana,PebbleTimeSteel,-39,300,-973,30.6189465,-96.3396358,Y
1500568660620,leiana,PebbleTimeSteel,-259,181,-1344,30.6189465,-96.3396358,Y
1500568660660,leiana,PebbleTimeSteel,-360,-30,-1177,30.6189465,-96.3396358,Z
1500568660700,leiana,PebbleTimeSteel,-362,-29,-546,30.6189465,-96.3396358,X
1500568660740,leiana,PebbleTimeSteel,-309,-66,-992,30.6189465,-96.3396358,Z
1500568660780,leiana,PebbleTimeSteel,-307,-69,-968,30.6189465,-96.3396358,X
1500568660820,leiana,PebbleTimeSteel,-836,-44,376,30.6189465,-96.3396358,Z
1500568660860,leiana,PebbleTimeSteel,-573,54,-1083,30.6189465,-96.3396358,Z
1500568660900,leiana,PebbleTimeSteel,-403,-11,-559,30.6189465,-96.3396358,Y
1500568660940,leiana,PebbleTimeSteel,-406,123,-778,30.6189465,-96.3396358,Z
1500568660980,leiana,PebbleTimeSteel,-376,-428,-563,30.6189465,-96.3396358,Y
1500568661020,leiana,PebbleTimeSteel,-402,-115,-700,30.6189465,-96.3396358,Y
1500568661060,leiana,PebbleTimeSteel,-392,95,-1092,30.6189465,-96.3396358,X
1500568661100,leiana,PebbleTimeSteel,-429,-23,-767,30.6189465,-96.3396358,Y
1500568661140,leiana,PebbleTimeSteel,-722,63,-627,30.6189465,-96.3396358,Y
1500568661180,leiana,PebbleTimeSteel,-367,-72,-988,30.6189465,-96.3396358,X
1500568661220,leiana,PebbleTimeSteel,-562,228,-915,30.6189465,-96.3396358,X
1500568661260,leiana,PebbleTimeSteel,-365,-25,-1060,30.6189465,-96.3396358,X
1500568661300,leiana,PebbleTimeSteel,-334,42,-1023,30.6189465,-96.3396358,X
1500568661340,leiana,PebbleTimeSteel,-488,105,-940,30.6189465,-96.3396358,X
1500568661380,leiana,PebbleTimeSteel,-707,195,-1166,30.6189465,-96.3396358,Z
1500568661420,leiana,PebbleTimeSteel,-42,114,-854,30.6189465,-96.3396358,X
1500568661460,leiana,PebbleTimeSteel,1,232,-1179,30.6189465,-96.3396358,Z
1500568661500,leiana,PebbleTimeSteel,248,247,-1026,30.6189465,-96.3396358,Y
1500568661540,leiana,PebbleTimeSteel,-514,-132,-734,30.6189465,-96.3396358,Z
