Time,PebbleAccT,Activity,PhoneDevice,PebbleDevice,PebbleAccX,PebbleAccY,PebbleAccZ,android_sensor_accelerometer0,android_sensor_accelerometer1,android_sensor_accelerometer2,Lat,Lon
2017-07-20 11:34:28.326,,user1,motorola-XT1096,,,,,0.335188239813,6.90487766266,6.97191524506,30.6190214,-96.3397147
2017-07-20 11:34:28.338,,user1,motorola-XT1096,,,,,0.325611442327,6.78037929535,7.24006605148,30.6195363,-96.3389028
2017-07-20 11:34:28.364,,user1,motorola-XT1096,,,,,0.651222884655,6.4643445015,7.59440755844,30.6195363,-96.3389028
2017-07-20 11:34:28.389,,user1,motorola-XT1096,,,,,0.785298168659,6.61757326126,7.45075559616,30.6195363,-96.3389028
2017-07-20 11:34:28.397,,user1,motorola-XT1096,,,,,0.986411094666,6.40688371658,7.37414121628,30.6195363,-96.3389028
2017-07-20 11:34:28.418,,user1,motorola-XT1096,,,,,1.03429508209,6.29196214676,7.69975280762,30.6195363,-96.3389028
2017-07-20 11:34:28.438,,user1,motorola-XT1096,,,,,0.852335810661,6.30153894424,7.7093296051,30.6195363,-96.3389028
2017-07-20 11:34:28.456,,user1,motorola-XT1096,,,,,0.565031588078,6.76122570038,7.30710363388,30.6195363,-96.3389028
2017-07-20 11:34:28.477,,user1,motorola-XT1096,,,,,0.689530074596,6.79953289032,6.96233844757,30.6195363,-96.3389028
2017-07-20 11:34:28.495,,user1,motorola-XT1096,,,,,0.881066203117,6.64630413055,6.83784008026,30.6195363,-96.3389028
2017-07-20 11:34:28.516,,user1,motorola-XT1096,,,,,0.938527047634,6.62715053558,7.04852962494,30.6195363,-96.3389028
2017-07-20 11:34:28.535,,user1,motorola-XT1096,,,,,0.881066203117,6.6846113205,7.06768321991,30.6195363,-96.3389028
2017-07-20 11:34:28.555,,user1,motorola-XT1096,,,,,0.737414121628,6.81868648529,6.97191524506,30.6195363,-96.3389028
2017-07-20 11:34:28.574,,user1,motorola-XT1096,,,,,0.0383072271943,7.39329481125,6.92403125763,30.6195363,-96.3389028
2017-07-20 11:34:28.594,,user1,motorola-XT1096,,,,,0.641646027565,7.17302846909,6.79953289032,30.6195363,-96.3389028
2017-07-20 11:34:28.616,,user1,motorola-XT1096,,,,,0.890643060207,7.02937602997,6.76122570038,30.6195363,-96.3389028
2017-07-20 11:34:28.634,,user1,motorola-XT1096,,,,,0.938527047634,7.01979923248,6.64630413055,30.6195363,-96.3389028
2017-07-20 11:34:28.658,,user1,motorola-XT1096,,,,,1.08217918873,6.92403125763,6.50265169144,30.6195363,-96.3389028
2017-07-20 11:34:28.717,,user1,motorola-XT1096,,,,,0.900219857693,6.95276165009,6.63672733307,30.6195363,-96.3389028
2017-07-20 11:34:28.773,,user1,motorola-XT1096,,,,,0.785298168659,7.00064563751,7.10599040985,30.6195363,-96.3389028
2017-07-20 11:34:28.831,,user1,motorola-XT1096,,,,,0.919373452663,6.91445446014,6.95276165009,30.6195363,-96.3389028
2017-07-20 11:34:28.891,,user1,motorola-XT1096,,,,,0.861912608147,7.17302846909,6.71334171295,30.6195363,-96.3389028
2017-07-20 11:34:28.950,,user1,motorola-XT1096,,,,,0.967257499695,7.1634516716,6.67503452301,30.6195363,-96.3389028
2017-07-20 11:34:29.010,,user1,motorola-XT1096,,,,,0.766144514084,7.38371801376,6.1100025177,30.6195363,-96.3389028
2017-07-20 11:34:29.069,,user1,motorola-XT1096,,,,,0.143652096391,7.67102241516,6.40688371658,30.6195363,-96.3389028
2017-07-20 11:34:29.128,,user1,motorola-XT1096,,,,,0.114921681583,7.93917274475,6.3302693367,30.6195363,-96.3389028
2017-07-20 11:34:29.189,,user1,motorola-XT1096,,,,,0.105344876647,7.94874954224,5.91846656799,30.6195363,-96.3389028
2017-07-20 11:34:29.253,,user1,motorola-XT1096,,,,,0.335188239813,7.4890627861,5.33428144455,30.6195363,-96.3389028
2017-07-20 11:34:29.306,,user1,motorola-XT1096,,,,,-0.124498486519,8.05409431458,5.5641245842,30.6195363,-96.3389028
2017-07-20 11:34:29.365,,user1,motorola-XT1096,,,,,-0.229843363166,8.34139919281,5.75566101074,30.6195363,-96.3389028
2017-07-20 11:34:29.425,,user1,motorola-XT1096,,,,,-0.210689753294,8.14028549194,6.09084892273,30.6195363,-96.3389028
2017-07-20 11:34:29.485,,user1,motorola-XT1096,,,,,-0.603338837624,8.40843677521,6.18661737442,30.6195363,-96.3389028
2017-07-20 11:34:29.552,,user1,motorola-XT1096,,,,,-0.641646027565,8.38928318024,5.74608421326,30.6195363,-96.3389028
2017-07-20 11:34:29.604,,user1,motorola-XT1096,,,,,-0.4118026793,8.30309104919,5.37258863449,30.6195363,-96.3389028
2017-07-20 11:34:29.661,,user1,motorola-XT1096,,,,,0.0383072271943,7.85298156738,6.28238534927,30.6195363,-96.3389028
2017-07-20 11:34:29.725,,user1,motorola-XT1096,,,,,0.383072257042,7.8434047699,5.32470464706,30.6195363,-96.3389028
2017-07-20 11:34:29.783,,user1,motorola-XT1096,,,,,0.737414121628,7.96790313721,5.66946983337,30.6195363,-96.3389028
2017-07-20 11:34:29.840,,user1,motorola-XT1096,,,,,0.775721371174,7.7093296051,6.35899972916,30.6195363,-96.3389028
2017-07-20 11:34:29.898,,user1,motorola-XT1096,,,,,0.833182215691,8.02536392212,5.19062948227,30.6195363,-96.3389028
2017-07-20 11:34:29.958,,user1,motorola-XT1096,,,,,0.80445176363,7.79552078247,7.010222435,30.6195363,-96.3389028
2017-07-20 11:34:30.020,,user1,motorola-XT1096,,,,,1.68551802635,7.24964284897,5.6503162384,30.6195363,-96.3389028
2017-07-20 11:34:30.076,,user1,motorola-XT1096,,,,,1.5801731348,7.01979923248,6.69418811798,30.6195363,-96.3389028
2017-07-20 11:34:30.135,,user1,motorola-XT1096,,,,,1.26413846016,7.43160200119,7.1634516716,30.6195363,-96.3389028
2017-07-20 11:34:30.194,,user1,motorola-XT1096,,,,,1.35990655422,7.45075559616,6.22492456436,30.6195363,-96.3389028
2017-07-20 11:34:30.255,,user1,motorola-XT1096,,,,,1.54186594486,7.50821638107,5.27682065964,30.6195363,-96.3389028
2017-07-20 11:34:30.318,,user1,motorola-XT1096,,,,,0.66079968214,7.64229202271,6.35899972916,30.6195363,-96.3389028
2017-07-20 11:34:30.374,,user1,motorola-XT1096,,,,,1.71424841881,7.24964284897,6.54095888138,30.6195363,-96.3389028
2017-07-20 11:34:30.431,,user1,motorola-XT1096,,,,,1.13006317616,7.58483076096,6.56011247635,30.6195363,-96.3389028
2017-07-20 11:34:30.490,,user1,motorola-XT1096,,,,,1.21625447273,7.5561003685,5.88015937805,30.6195363,-96.3389028
2017-07-20 11:34:30.549,,user1,motorola-XT1096,,,,,1.35032975674,7.54652357101,5.97592735291,30.6195363,-96.3389028
2017-07-20 11:34:30.611,,user1,motorola-XT1096,,,,,0.775721371174,7.56567716599,7.01979923248,30.6195363,-96.3389028
2017-07-20 11:34:30.668,,user1,motorola-XT1096,,,,,0.814028561115,8.08282470703,5.89931297302,30.6195363,-96.3389028
2017-07-20 11:34:30.731,,user1,motorola-XT1096,,,,,0.689530074596,7.97747993469,6.12915611267,30.6195363,-96.3389028
2017-07-20 11:34:30.787,,user1,motorola-XT1096,,,,,0.823605358601,7.93917274475,5.67904663086,30.6195363,-96.3389028
2017-07-20 11:34:30.867,,user1,motorola-XT1096,,,,,0.679953277111,8.0349407196,5.73650741577,30.6195363,-96.3389028
2017-07-20 11:34:30.905,,user1,motorola-XT1096,,,,,0.63206923008,7.97747993469,5.79396820068,30.6195363,-96.3389028
2017-07-20 11:34:30.964,,user1,motorola-XT1096,,,,,0.823605358601,7.90086555481,5.50666379929,30.6195363,-96.3389028
2017-07-20 11:34:31.044,,user1,motorola-XT1096,,,,,0.651222884655,7.92959594727,5.35343503952,30.6195363,-96.3389028
2017-07-20 11:34:31.085,,user1,motorola-XT1096,,,,,1.02471828461,7.4890627861,5.43962621689,30.6195363,-96.3389028
2017-07-20 11:34:31.142,,user1,motorola-XT1096,,,,,0.325611442327,8.11155509949,5.60243177414,30.6195363,-96.3389028
2017-07-20 11:34:31.202,,user1,motorola-XT1096,,,,,-0.239420175552,8.41801357269,5.92804336548,30.6195363,-96.3389028
2017-07-20 11:34:31.260,,user1,motorola-XT1096,,,,,-0.105344876647,8.13070869446,4.70221233368,30.6195363,-96.3389028
2017-07-20 11:34:31.326,,user1,motorola-XT1096,,,,,-1.32159936428,8.99262142181,4.43406152725,30.6195363,-96.3389028
