Variance X,Variance Y,Variance Z,Avg Height X,Avg Height Y,Avg Height Z,Stdev Height X,Stdev Height Y,Stdev Height Z,Energy X,Energy Y,Energy Z,Entropy X,Entropy Y,Entropy Z,Average X,Average Y,Average Z,Average XY,Average XZ,Average YZ,Standard Deviation X,Standard Deviation Y,Standard Deviation Z,Correlation XY,Correlation XZ,Correlation YZ,RMS X,RMS Y,RMS Z,Axis Order XY,Axis Order XZ,Axis Order YZ,Num Peaks X,Num Peaks Y,Num Peaks Z,Average Peaks X,Average Peaks Y,Average Peaks Z,Standard Deviation Peaks X,Standard Deviation Peaks Y,Standard Deviation Peaks Z,Num Valleys X,Num Valleys Y,Num Valleys Z,Average Valleys X,Average Valleys Y,Average Valleys Z,Standard Deviation Valleys X,Standard Deviation Valleys Y,Standard Deviation Valleys Z,Zero Crossings X,Zero Crossings Y,Zero Crossings Z,Num Points,RoadType
60194.838400000001,12645.359999999997,110786.55040000001,799.0,343.0,700.0,0.0,0.0,359.0,4394190.999999997,317094.99999999977,20101898.000000007,0.022865908751669675,0.25656877887416835,-0.0,-339.96,6.2,-832.64,-329.64,493.44,823.08,245.34636414668958,112.45158958414059,332.8461362251333,15344.76,257529.24,-16213.04,419.2465145949338,112.62237788290567,896.7028047240624,0,20,0,1,1,2,-28.0,135.0,-304.5,0.0,0.0,170.5,1,1,1,-827.0,-208.0,-1193.0,0.0,0.0,0.0,0,1,0,25,bricks
91794.806213017757,30226.55621301775,255304.11390532547,1049.0,609.0,759.0,58.0,105.27424503014338,756.6822318516538,5756985.000000007,813288.000000001,26270354.99999999,0.051875482124158614,0.4739670624338136,0.03017804606228499,-360.03846153846155,32.46153846153846,-868.9615384615385,-379.38461538461536,465.88461538461536,845.2692307692307,302.97657700392904,173.85786209722517,505.2762748292517,-7526.884615384615,319908.3076923077,-56785.307692307695,470.55552276006705,176.86239762116676,1005.1856889305425,2,6,2,2,2,2,79.0,268.0,-16.5,58.0,14.0,190.5,1,2,2,-970.0,-297.0,-1681.5,0.0,118.0,40.5,0,0,0,26,bricks
59825.023668639049,19816.65828402367,205841.61686390534,848.5,276.5,1199.4,84.5,240.5,501.20518752303434,4582850.0,515955.00000000047,23082799.000000015,0.0080623455875886,0.19926500881850032,0.009315703368249153,-341.2307692307692,-5.269230769230769,-825.8076923076923,-320.65384615384613,453.0,773.6538461538462,244.5915445567141,140.77165298462495,453.6977152950027,16351.26923076923,251284.96153846153,8369.884615384615,419.8374227465455,140.87023488630618,942.2313736755221,3,5,1,1,1,2,21.0,254.0,-145.5,0.0,0.0,215.5,2,2,4,-827.5,-281.0,-1492.25,84.5,18.0,161.46574714161514,0,0,0,26,bricks
52122.976331360944,20364.82840236686,214922.01923076922,373.5,464.0,1029.25,294.5,70.0,456.58645128825276,3998431.999999997,550320.0000000002,24527991.000000034,0.07055143326153754,0.4939737082643614,0.011180410935076676,-318.84615384615387,28.307692307692307,-853.5,-331.8076923076923,485.61538461538464,817.4230769230769,228.30456923014253,142.7053902358522,463.59682832259455,2226.1923076923076,235636.84615384616,-22870.03846153846,392.1553852159194,145.48592318899395,971.2797070003929,3,4,0,1,1,2,-29.0,235.0,-222.0,0.0,0.0,139.0,2,2,3,-736.5,-229.0,-1528.6666666666667,39.5,70.0,139.68854243956048,0,1,0,26,bricks
85158.610946745554,26845.147928994083,214041.88905325445,955.5,325.6666666666667,1636.0,39.5,228.99539054070254,85.0,5085926.999999997,714124.0000000009,25459090.999999996,0.19616042154967708,0.45208176486699914,0.011531723384124328,-332.34615384615387,24.923076923076923,-874.7307692307693,-331.96153846153845,546.8461538461538,878.8076923076923,291.8194834940696,163.84488984705652,462.6466135759068,9523.884615384615,232934.15384615384,-15077.26923076923,442.28110622439766,165.72962225356,989.5432318460411,3,21,1,1,2,2,219.0,293.0,2.0,0.0,2.0,85.0,2,2,1,-736.5,-193.5,-1634.0,39.5,34.5,0.0,0,0,0,26,bricks
95181.153846153844,41752.729289940828,195193.94082840238,219.0,818.0,1576.0,0.0,0.0,80.0,4557024.0,1085671.0000000014,26489320.00000001,0.2606924026803545,0.08081694358057555,0.0006110266117472218,-283.0,1.9615384615384615,-907.5384615384615,-271.5,616.7307692307693,888.2307692307693,308.51443053146454,204.3348460002376,441.80758348901435,24792.80769230769,196506.26923076922,-7749.0,418.6527843525633,204.34426080288364,1009.3661377319927,5,5,2,0,1,2,-351.0,377.0,-75.0,0.0,0.0,80.0,2,1,1,-858.5,-441.0,-1651.0,109.5,0.0,0.0,0,0,1,26,bricks
91557.38609467457,34372.775147928995,169787.71745562131,1117.0,1008.0,1115.0,106.0,0.0,593.944441846205,4259189.000000001,896095.9999999999,24280500.999999996,0.25638542492343924,0.27321515213358566,-0.0,-268.8076923076923,-9.615384615384615,-874.1153846153846,-242.23076923076923,585.6153846153846,827.8461538461538,302.5845106654909,185.39896210046322,412.0530517489481,24178.73076923077,175011.5,-3596.4615384615386,404.7406101918382,185.64813699369773,966.3671264467366,7,5,2,1,1,3,255.0,567.0,-139.0,0.0,0.0,99.44177525902616,2,1,2,-862.0,-441.0,-1598.5,106.0,0.0,15.5,1,1,0,26,bricks
120296.36094674558,17752.544378698225,311692.64053254441,1051.0,396.5,0.0,0.0,4.5,0.0,5759474.000000007,461743.9999999998,26454648.99999999,0.26320597916452626,0.13156928453458522,0.018016293567091998,-318.15384615384613,2.6153846153846154,-840.1153846153846,-305.96153846153845,441.15384615384613,747.1153846153846,346.83765791324555,133.2386744856696,558.2944030997843,7409.884615384615,254703.42307692306,10257.73076923077,470.65723278117247,133.26434112464077,1008.7053583678437,6,6,1,1,1,1,295.0,164.0,-10.0,0.0,0.0,0.0,1,2,0,-756.0,-232.5,-798.0,0.0,4.5,0.0,0,1,0,26,bricks
119481.07840236688,34390.80621301775,368326.25591715978,1394.5,646.0,2484.0,110.5,0.0,166.0,6574009.000000003,906701.0000000003,29568575.0,0.17431924732445925,0.4074893604691232,0.04279105179517827,-365.1923076923077,21.96153846153846,-876.8846153846154,-376.88461538461536,482.2307692307692,859.1153846153846,345.66035121541904,185.44758346502587,606.8988844257005,485.15384615384613,316015.5,45301.846153846156,502.83844323997346,186.74344803664567,1066.4205946133002,4,7,0,1,1,2,396.0,334.0,3.0,0.0,0.0,166.0,2,1,1,-998.5,-312.0,-2481.0,110.5,0.0,0.0,0,0,0,26,bricks
55323.628698224849,37801.461538461539,234972.58136094673,0.0,671.0,1874.0,0.0,82.0,0.0,4633922.999999999,1009462.0000000008,24662109.0,0.03064079700550913,0.4600938838155374,0.03748624321584622,-350.5769230769231,32.0,-844.7307692307693,-359.65384615384613,513.8461538461538,873.5,235.20975468339924,194.42597958724946,484.73970474982417,-12349.538461538461,262720.03846153844,12731.115384615385,422.1703538766166,197.04177612491605,973.9315447433428,3,20,1,0,1,1,-350.5,334.0,169.0,0.0,0.0,0.0,1,2,1,-1109.0,-337.0,-1705.0,0.0,82.0,0.0,0,1,1,26,bricks
