Time,Activity,PhoneDevice,android_sensor_accelerometer0,android_sensor_accelerometer1,android_sensor_accelerometer2,Lat,Long
1.50056878612e+12,user3,motorola-XT1096,-1.1013327837,7.010222435,6.66545772552,30.618909,-96.3398377
1.50056878618e+12,user3,motorola-XT1096,-1.41736745834,7.10599040985,6.97191524506,30.618909,-96.3398377
1.50056878624e+12,user3,motorola-XT1096,-1.52271223068,7.09641361237,7.00064563751,30.618909,-96.3398377
1.5005687863e+12,user3,motorola-XT1096,-1.63763391972,7.26879644394,6.57926607132,30.618909,-96.3398377
1.50056878636e+12,user3,motorola-XT1096,-1.94409179688,7.51779317856,6.25365495682,30.618909,-96.3398377
1.50056878642e+12,user3,motorola-XT1096,-1.97282218933,7.66144561768,5.90888977051,30.618909,-96.3398377
1.50056878648e+12,user3,motorola-XT1096,-2.02070617676,7.8434047699,5.72693061829,30.618909,-96.3398377
1.50056878654e+12,user3,motorola-XT1096,-2.04943656921,7.82425117493,5.6503162384,30.618909,-96.3398377
1.5005687866e+12,user3,motorola-XT1096,-1.87705409527,7.92959594727,5.30555105209,30.618909,-96.3398377
1.50056878666e+12,user3,motorola-XT1096,-2.04943656921,8.05409431458,5.29597425461,30.618909,-96.3398377
1.50056878672e+12,user3,motorola-XT1096,-1.83874690533,7.85298156738,5.83227539062,30.618909,-96.3398377
1.50056878678e+12,user3,motorola-XT1096,-1.96324539185,7.87213516235,5.79396820068,30.618909,-96.3398377
1.50056878684e+12,user3,motorola-XT1096,-2.77727389336,8.6095495224,2.48996973038,30.618909,-96.3398377
1.50056878689e+12,user3,motorola-XT1096,-2.42293214798,7.51779317856,6.79953289032,30.618909,-96.3398377
1.50056878695e+12,user3,motorola-XT1096,-2.10689759254,7.85298156738,5.53539419174,30.618909,-96.3398377
1.50056878701e+12,user3,motorola-XT1096,-1.63763391972,7.7763671875,5.79396820068,30.618909,-96.3398377
1.50056878707e+12,user3,motorola-XT1096,-1.15879356861,7.61356163025,6.13873338699,30.618909,-96.3398377
1.50056878713e+12,user3,motorola-XT1096,-1.18752408028,7.67102241516,6.02381134033,30.618909,-96.3398377
1.50056878719e+12,user3,motorola-XT1096,-1.35032975674,7.65186882019,6.19619417191,30.618909,-96.3398377
1.50056878725e+12,user3,motorola-XT1096,-0.900219857693,7.45075559616,6.53138208389,30.618909,-96.3398377
1.50056878731e+12,user3,motorola-XT1096,0.0861912593246,7.19218206406,6.19619417191,30.618909,-96.3398377
1.50056878737e+12,user3,motorola-XT1096,0.612915635109,7.20175886154,5.90888977051,30.618909,-96.3398377
