Time,Activity,PebbleDevice,PebbleAccX,PebbleAccY,PebbleAccZ,Lat,Long
1.5005687866e+12,user3,PebbleTimeSteel,-352.0,-16.0,-848.0,30.618909,-96.3398377
1.50056878664e+12,user3,PebbleTimeSteel,-351.0,-17.0,-848.0,30.618909,-96.3398377
1.50056878668e+12,user3,PebbleTimeSteel,-349.0,-10.0,-846.0,30.618909,-96.3398377
1.50056878672e+12,user3,PebbleTimeSteel,-348.0,-15.0,-850.0,30.618909,-96.3398377
1.50056878676e+12,user3,PebbleTimeSteel,-348.0,-18.0,-849.0,30.618909,-96.3398377
1.5005687868e+12,user3,PebbleTimeSteel,-351.0,-16.0,-847.0,30.618909,-96.3398377
1.50056878684e+12,user3,PebbleTimeSteel,-346.0,-16.0,-849.0,30.618909,-96.3398377
1.50056878688e+12,user3,PebbleTimeSteel,-350.0,-13.0,-848.0,30.618909,-96.3398377
1.50056878692e+12,user3,PebbleTimeSteel,-348.0,-16.0,-854.0,30.618909,-96.3398377
1.50056878696e+12,user3,PebbleTimeSteel,-349.0,-10.0,-848.0,30.618909,-96.3398377
1.500568787e+12,user3,PebbleTimeSteel,-349.0,-12.0,-845.0,30.618909,-96.3398377
1.50056878704e+12,user3,PebbleTimeSteel,-350.0,-12.0,-846.0,30.618909,-96.3398377
1.50056878708e+12,user3,PebbleTimeSteel,-348.0,-17.0,-850.0,30.618909,-96.3398377
1.50056878712e+12,user3,PebbleTimeSteel,-352.0,-18.0,-851.0,30.618909,-96.3398377
1.50056878716e+12,user3,PebbleTimeSteel,-352.0,-15.0,-851.0,30.618909,-96.3398377
1.5005687872e+12,user3,PebbleTimeSteel,-351.0,-12.0,-847.0,30.6188846,-96.3398792
1.50056878724e+12,user3,PebbleTimeSteel,-348.0,-16.0,-849.0,30.6188846,-96.3398792
1.50056878728e+12,user3,PebbleTimeSteel,-347.0,-15.0,-852.0,30.6188846,-96.3398792
1.50056878732e+12,user3,PebbleTimeSteel,-345.0,-10.0,-851.0,30.6188846,-96.3398792
1.50056878736e+12,user3,PebbleTimeSteel,-349.0,-17.0,-850.0,30.6188846,-96.3398792
1.50056878740e+12,user3,PebbleTimeSteel,-346.0,-16.0,-850.0,30.6188846,-96.3398792
1.50056878744e+12,user3,PebbleTimeSteel,-349.0,-11.0,-846.0,30.6188846,-96.3398792
1.50056878748e+12,user3,PebbleTimeSteel,-348.0,-18.0,-855.0,30.6188846,-96.3398792
1.50056878752e+12,user3,PebbleTimeSteel,-347.0,-14.0,-844.0,30.6188846,-96.3398792
1.50056878756e+12,user3,PebbleTimeSteel,-349.0,-15.0,-848.0,30.6188846,-96.3398792
1.5005687876e+12,user3,PebbleTimeSteel,-349.0,-10.0,-846.0,30.6188846,-96.3398792
1.50056878764e+12,user3,PebbleTimeSteel,-349.0,-19.0,-848.0,30.6188846,-96.3398792
1.50056878768e+12,user3,PebbleTimeSteel,-346.0,-14.0,-844.0,30.6188846,-96.3398792
1.50056878772e+12,user3,PebbleTimeSteel,-351.0,-20.0,-846.0,30.6188846,-96.3398792
1.50056878776e+12,user3,PebbleTimeSteel,-347.0,-14.0,-843.0,30.6188846,-96.3398792
1.5005687878e+12,user3,PebbleTimeSteel,-347.0,-18.0,-853.0,30.6188846,-96.3398792
1.50056878784e+12,user3,PebbleTimeSteel,-351.0,-17.0,-848.0,30.6188846,-96.3398792
1.50056878788e+12,user3,PebbleTimeSteel,-346.0,-16.0,-847.0,30.6188846,-96.3398792
1.50056878792e+12,user3,PebbleTimeSteel,-352.0,-16.0,-847.0,30.6188846,-96.3398792
1.50056878796e+12,user3,PebbleTimeSteel,-348.0,-18.0,-844.0,30.6188846,-96.3398792
1.50056878801e+12,user3,PebbleTimeSteel,-347.0,-14.0,-848.0,30.6188846,-96.3398792
