Time,Activity,PebbleDevice,PebbleAccX,PebbleAccY,PebbleAccZ,Lat,Long
1.50056860596e+12,user2,PebbleTimeSteel,-338.0,-74.0,-850.0,30.6189964,-96.3394329
1.500568606e+12,user2,PebbleTimeSteel,-343.0,-74.0,-851.0,30.6189964,-96.3394329
1.50056860604e+12,user2,PebbleTimeSteel,-341.0,-72.0,-848.0,30.6189964,-96.3394329
1.50056860608e+12,user2,PebbleTimeSteel,-342.0,-62.0,-847.0,30.6189964,-96.3394329
1.50056860612e+12,user2,PebbleTimeSteel,-338.0,-54.0,-849.0,30.6189964,-96.3394329
1.50056860696e+12,user2,PebbleTimeSteel,-345.0,-18.0,-844.0,30.6189964,-96.3394329
1.500568607e+12,user2,PebbleTimeSteel,-344.0,0.0,-851.0,30.6189964,-96.3394329
1.50056860704e+12,user2,PebbleTimeSteel,-343.0,-26.0,-848.0,30.6189964,-96.3394329
1.50056860708e+12,user2,PebbleTimeSteel,-350.0,-62.0,-849.0,30.6189964,-96.3394329
1.50056860712e+12,user2,PebbleTimeSteel,-348.0,-56.0,-845.0,30.6189964,-96.3394329
1.50056860716e+12,user2,PebbleTimeSteel,-348.0,-46.0,-847.0,30.6189964,-96.3394329
1.5005686072e+12,user2,PebbleTimeSteel,-345.0,-44.0,-853.0,30.6189964,-96.3394329
1.50056860724e+12,user2,PebbleTimeSteel,-347.0,-41.0,-845.0,30.6189964,-96.3394329
1.50056860728e+12,user2,PebbleTimeSteel,-348.0,-48.0,-841.0,30.6189964,-96.3394329
1.50056860732e+12,user2,PebbleTimeSteel,-353.0,-51.0,-844.0,30.6189964,-96.3394329
1.50056860736e+12,user2,PebbleTimeSteel,-353.0,-54.0,-850.0,30.6189964,-96.3394329
1.5005686074e+12,user2,PebbleTimeSteel,-356.0,-73.0,-846.0,30.6189964,-96.3394329
1.50056860744e+12,user2,PebbleTimeSteel,-354.0,-75.0,-842.0,30.6189964,-96.3394329
1.50056860748e+12,user2,PebbleTimeSteel,-356.0,-70.0,-850.0,30.6189964,-96.3394329
1.50056860752e+12,user2,PebbleTimeSteel,-345.0,-74.0,-846.0,30.6189964,-96.3394329
1.50056860756e+12,user2,PebbleTimeSteel,-344.0,-68.0,-849.0,30.6189964,-96.3394329
1.5005686076e+12,user2,PebbleTimeSteel,-343.0,-73.0,-848.0,30.6189964,-96.3394329
1.50056860764e+12,user2,PebbleTimeSteel,-351.0,-77.0,-847.0,30.6189964,-96.3394329
1.50056860768e+12,user2,PebbleTimeSteel,-352.0,-75.0,-838.0,30.6189964,-96.3394329
1.50056860772e+12,user2,PebbleTimeSteel,-348.0,-89.0,-849.0,30.6189964,-96.3394329
1.50056860776e+12,user2,PebbleTimeSteel,-347.0,-92.0,-846.0,30.6189964,-96.3394329
1.5005686078e+12,user2,PebbleTimeSteel,-347.0,-78.0,-841.0,30.6189964,-96.3394329
1.50056860784e+12,user2,PebbleTimeSteel,-353.0,-101.0,-846.0,30.6189964,-96.3394329
1.50056860788e+12,user2,PebbleTimeSteel,-350.0,-92.0,-845.0,30.6189964,-96.3394329
1.50056860792e+12,user2,PebbleTimeSteel,-359.0,-92.0,-835.0,30.6189964,-96.3394329
1.50056860796e+12,user2,PebbleTimeSteel,-354.0,-106.0,-840.0,30.6189964,-96.3394329
1.500568608e+12,user2,PebbleTimeSteel,-351.0,-113.0,-849.0,30.6189964,-96.3394329
1.50056860804e+12,user2,PebbleTimeSteel,-342.0,-139.0,-843.0,30.6189964,-96.3394329
1.50056860808e+12,user2,PebbleTimeSteel,-331.0,-157.0,-845.0,30.6189964,-96.3394329
1.50056860812e+12,user2,PebbleTimeSteel,-342.0,-98.0,-855.0,30.6189964,-96.3394329
1.50056860816e+12,user2,PebbleTimeSteel,-348.0,-54.0,-841.0,30.6189964,-96.3394329
1.5005686082e+12,user2,PebbleTimeSteel,-353.0,-76.0,-845.0,30.6189964,-96.3394329
1.50056860824e+12,user2,PebbleTimeSteel,-346.0,-65.0,-845.0,30.6189964,-96.3394329
1.50056860828e+12,user2,PebbleTimeSteel,-349.0,-84.0,-842.0,30.6189964,-96.3394329
1.50056860832e+12,user2,PebbleTimeSteel,-348.0,-111.0,-843.0,30.6189964,-96.3394329
1.50056860836e+12,user2,PebbleTimeSteel,-346.0,-114.0,-845.0,30.6189964,-96.3394329
1.5005686084e+12,user2,PebbleTimeSteel,-342.0,-124.0,-846.0,30.6189964,-96.3394329
1.50056860844e+12,user2,PebbleTimeSteel,-339.0,-154.0,-845.0,30.6189964,-96.3394329
1.50056860848e+12,user2,PebbleTimeSteel,-340.0,-151.0,-840.0,30.6189964,-96.3394329
1.50056860852e+12,user2,PebbleTimeSteel,-343.0,-124.0,-850.0,30.6189964,-96.3394329
1.50056860856e+12,user2,PebbleTimeSteel,-343.0,-114.0,-841.0,30.6189964,-96.3394329
1.5005686086e+12,user2,PebbleTimeSteel,-339.0,-109.0,-850.0,30.6189964,-96.3394329
1.50056860864e+12,user2,PebbleTimeSteel,-335.0,-91.0,-846.0,30.6189964,-96.3394329
1.50056860868e+12,user2,PebbleTimeSteel,-342.0,-54.0,-846.0,30.6189964,-96.3394329
1.50056860872e+12,user2,PebbleTimeSteel,-350.0,-65.0,-854.0,30.6189964,-96.3394329
1.50056860876e+12,user2,PebbleTimeSteel,-345.0,-84.0,-841.0,30.6189964,-96.3394329
1.5005686088e+12,user2,PebbleTimeSteel,-345.0,-43.0,-846.0,30.6189964,-96.3394329
1.50056860884e+12,user2,PebbleTimeSteel,-346.0,-39.0,-849.0,30.6189964,-96.3394329
1.50056860888e+12,user2,PebbleTimeSteel,-354.0,-58.0,-846.0,30.6189964,-96.3394329
1.50056860892e+12,user2,PebbleTimeSteel,-349.0,-68.0,-849.0,30.6189964,-96.3394329
1.50056860896e+12,user2,PebbleTimeSteel,-344.0,-97.0,-843.0,30.6189964,-96.3394329
1.500568609e+12,user2,PebbleTimeSteel,-346.0,-105.0,-852.0,30.6189964,-96.3394329
1.50056860904e+12,user2,PebbleTimeSteel,-341.0,-95.0,-849.0,30.6189964,-96.3394329
1.50056860908e+12,user2,PebbleTimeSteel,-338.0,-110.0,-845.0,30.6189964,-96.3394329
1.50056860912e+12,user2,PebbleTimeSteel,-342.0,-89.0,-850.0,30.6189964,-96.3394329
1.50056860916e+12,user2,PebbleTimeSteel,-335.0,-91.0,-854.0,30.6189964,-96.3394329
1.5005686092e+12,user2,PebbleTimeSteel,-339.0,-97.0,-852.0,30.6189964,-96.3394329
1.50056860924e+12,user2,PebbleTimeSteel,-349.0,-56.0,-850.0,30.6189964,-96.3394329
1.50056860928e+12,user2,PebbleTimeSteel,-348.0,-70.0,-843.0,30.6189964,-96.3394329
1.50056860932e+12,user2,PebbleTimeSteel,-338.0,-114.0,-851.0,30.6189964,-96.3394329
1.50056860936e+12,user2,PebbleTimeSteel,-342.0,-76.0,-851.0,30.6189891,-96.3394518
1.5005686094e+12,user2,PebbleTimeSteel,-353.0,-46.0,-838.0,30.6189891,-96.3394518
1.50056860944e+12,user2,PebbleTimeSteel,-361.0,-54.0,-845.0,30.6189891,-96.3394518
1.50056860948e+12,user2,PebbleTimeSteel,-356.0,-78.0,-846.0,30.6189891,-96.3394518
1.50056860952e+12,user2,PebbleTimeSteel,-359.0,-29.0,-842.0,30.6189891,-96.3394518
1.50056860956e+12,user2,PebbleTimeSteel,-354.0,13.0,-853.0,30.6189891,-96.3394518
1.5005686096e+12,user2,PebbleTimeSteel,-348.0,-37.0,-843.0,30.6189891,-96.3394518
1.50056860964e+12,user2,PebbleTimeSteel,-351.0,-55.0,-848.0,30.6189891,-96.3394518
1.50056860968e+12,user2,PebbleTimeSteel,-341.0,-50.0,-843.0,30.6189891,-96.3394518
