Time,Activity,PhoneDevice,android_sensor_accelerometer0,android_sensor_accelerometer1,android_sensor_accelerometer2,Lat,Long
1.50057567533e+12,user6,motorola-XT1096,1.13006317616,5.86100578308,8.14028549194,30.6190932,-96.3392631
1.50057567534e+12,user6,motorola-XT1096,1.11090958118,5.88015937805,8.38928318024,30.6190932,-96.3392631
1.50057567534e+12,user6,motorola-XT1096,1.36948335171,5.62158536911,8.65743350983,30.6190932,-96.3392631
1.50057567539e+12,user6,motorola-XT1096,1.9249382019,5.70777702332,7.67102241516,30.6190932,-96.3392631
1.50057567545e+12,user6,motorola-XT1096,1.96324539185,5.70777702332,7.49863958359,30.6190932,-96.3392631
1.50057567551e+12,user6,motorola-XT1096,1.91536140442,6.78037929535,6.79953289032,30.6190932,-96.3392631
1.50057567557e+12,user6,motorola-XT1096,1.77170920372,6.98149204254,6.48349809647,30.6190932,-96.3392631
1.50057567563e+12,user6,motorola-XT1096,1.80043971539,6.66545772552,7.09641361237,30.6190932,-96.3392631
1.50057567568e+12,user6,motorola-XT1096,2.00155258179,6.65588092804,6.83784008026,30.6190932,-96.3392631
1.50057567574e+12,user6,motorola-XT1096,2.14520478249,6.70376491547,7.09641361237,30.6190932,-96.3392631
1.5005756758e+12,user6,motorola-XT1096,2.0590133667,6.77080249786,6.84741687775,30.6190932,-96.3392631
1.50057567586e+12,user6,motorola-XT1096,1.6472107172,6.70376491547,6.98149204254,30.6190932,-96.3392631
1.50057567592e+12,user6,motorola-XT1096,1.48440504074,7.08683681488,6.56968927383,30.6190932,-96.3392631
1.50057567598e+12,user6,motorola-XT1096,1.36948335171,7.05810642242,6.88572406769,30.6190932,-96.3392631
1.50057567604e+12,user6,motorola-XT1096,1.32159936428,7.14429807663,6.67503452301,30.6190932,-96.3392631
1.5005756761e+12,user6,motorola-XT1096,1.40779054165,7.04852962494,6.84741687775,30.6190932,-96.3392631
1.50057567616e+12,user6,motorola-XT1096,1.19710087776,7.19218206406,6.77080249786,30.6190932,-96.3392631
1.50057567622e+12,user6,motorola-XT1096,1.11090958118,7.33583402634,6.57926607132,30.6190932,-96.3392631
1.50057567628e+12,user6,motorola-XT1096,1.57059633732,7.11556768417,6.70376491547,30.6190932,-96.3392631
1.50057567634e+12,user6,motorola-XT1096,1.35990655422,7.40287160873,6.45476770401,30.6190932,-96.3392631
1.5005756764e+12,user6,motorola-XT1096,1.3120225668,7.26879644394,6.25365495682,30.6190932,-96.3392631
1.50057567645e+12,user6,motorola-XT1096,1.12048637867,7.34541082382,6.25365495682,30.6190932,-96.3392631
1.50057567651e+12,user6,motorola-XT1096,0.383072257042,8.1690158844,4.71178913116,30.6190932,-96.3392631
1.50057567657e+12,user6,motorola-XT1096,1.35032975674,6.97191524506,7.32625722885,30.6190932,-96.3392631
