Time,Activity,PhoneDevice,android_sensor_accelerometer0,android_sensor_accelerometer1,android_sensor_accelerometer2,Lat,Long
1.50056918213e+12,user4,motorola-XT1096,-0.814028561115,7.82425117493,5.39174222946,30.6190147,-96.3395053
1.50056918219e+12,user4,motorola-XT1096,-0.775721371174,7.74763679504,6.48349809647,30.6190147,-96.3395053
1.50056918225e+12,user4,motorola-XT1096,-1.16837048531,7.72848320007,6.49307489395,30.6190147,-96.3395053
1.50056918231e+12,user4,motorola-XT1096,-1.08217918873,7.71890640259,6.16746377945,30.6190147,-96.3395053
1.50056918237e+12,user4,motorola-XT1096,-0.775721371174,7.95832633972,5.8514289856,30.6190147,-96.3395053
1.50056918243e+12,user4,motorola-XT1096,-0.708683729172,8.21689987183,5.67904663086,30.6190147,-96.3395053
1.50056918249e+12,user4,motorola-XT1096,-0.900219857693,8.40843677521,5.21935987473,30.6190147,-96.3395053
1.50056918254e+12,user4,motorola-XT1096,-0.967257499695,8.40843677521,5.14274501801,30.6190147,-96.3395053
1.5005691826e+12,user4,motorola-XT1096,-0.890643060207,8.34139919281,5.07570743561,30.6190147,-96.3395053
1.50056918266e+12,user4,motorola-XT1096,-0.727837324142,8.3509759903,5.1714758873,30.6190147,-96.3395053
1.50056918272e+12,user4,motorola-XT1096,-0.718260526657,8.37012958527,5.21935987473,30.6190147,-96.3395053
1.50056918278e+12,user4,motorola-XT1096,-0.565031588078,8.41801357269,5.15232229233,30.6190147,-96.3395053
1.50056918284e+12,user4,motorola-XT1096,-0.746990919113,8.44674396515,5.00866985321,30.6190147,-96.3395053
1.5005691829e+12,user4,motorola-XT1096,-0.833182215691,8.29351425171,5.45877981186,30.6190147,-96.3395053
1.50056918296e+12,user4,motorola-XT1096,-1.24498486519,8.42759037018,5.38216543198,30.6190147,-96.3395053
1.50056918302e+12,user4,motorola-XT1096,-1.29286897182,8.39885997772,5.39174222946,30.6190147,-96.3395053
1.50056918308e+12,user4,motorola-XT1096,-1.46525144577,8.59039592743,4.52025270462,30.6190147,-96.3395053
1.50056918314e+12,user4,motorola-XT1096,-1.71424841881,8.59997272491,5.06613063812,30.6190147,-96.3395053
1.5005691832e+12,user4,motorola-XT1096,-1.07260239124,8.39885997772,5.40131902695,30.6190147,-96.3395053
1.50056918326e+12,user4,motorola-XT1096,-1.33117616177,8.70531749725,3.26569104195,30.6190147,-96.3395053
1.50056918332e+12,user4,motorola-XT1096,-2.02070617676,8.6765871048,4.54898309708,30.6190147,-96.3395053
1.50056918338e+12,user4,motorola-XT1096,-1.26413846016,8.48505115509,4.55855989456,30.6190147,-96.3395053
