Time,Activity,PhoneDevice,android_sensor_accelerometer0,android_sensor_accelerometer1,android_sensor_accelerometer2,Lat,Long
1.50057596994e+12,user8,motorola-XT1096,0.890643060207,6.08127212524,7.50821638107,30.6189357,-96.3395007
1.50057597e+12,user8,motorola-XT1096,0.421379506588,6.67503452301,7.80509757996,30.6189357,-96.3395007
1.50057597006e+12,user8,motorola-XT1096,1.26413846016,6.38773012161,7.21133565903,30.6189357,-96.3395007
1.50057597012e+12,user8,motorola-XT1096,1.28329205513,6.36857652664,6.69418811798,30.6189357,-96.3395007
1.50057597017e+12,user8,motorola-XT1096,0.928950250149,6.86657047272,6.50265169144,30.6189357,-96.3395007
1.50057597019e+12,user8,motorola-XT1096,0.909796655178,6.86657047272,6.56011247635,30.6189357,-96.3395007
1.50057597021e+12,user8,motorola-XT1096,0.162805721164,7.19218206406,6.71334171295,30.6189357,-96.3395007
1.50057597023e+12,user8,motorola-XT1096,0.344765037298,7.31668043137,6.34942293167,30.6189357,-96.3395007
1.50057597025e+12,user8,motorola-XT1096,0.229843363166,7.59440755844,6.12915611267,30.6189357,-96.3395007
1.50057597027e+12,user8,motorola-XT1096,0.239420175552,7.43160200119,6.34942293167,30.6189357,-96.3395007
1.50057597029e+12,user8,motorola-XT1096,0.612915635109,6.71334171295,7.28795003891,30.6189357,-96.3395007
1.50057597031e+12,user8,motorola-XT1096,0.718260526657,6.54095888138,7.57525396347,30.6189357,-96.3395007
1.50057597033e+12,user8,motorola-XT1096,0.708683729172,6.78995609283,7.53694677353,30.6189357,-96.3395007
1.50057597035e+12,user8,motorola-XT1096,0.823605358601,7.03895282745,7.20175886154,30.6189357,-96.3395007
1.50057597037e+12,user8,motorola-XT1096,0.928950250149,7.21133565903,7.20175886154,30.6189357,-96.3395007
1.50057597038e+12,user8,motorola-XT1096,0.861912608147,7.20175886154,7.45075559616,30.6189357,-96.3395007
1.50057597040e+12,user8,motorola-XT1096,1.00556468964,7.28795003891,7.41244840622,30.6189357,-96.3395007
