Time,Activity,PhoneDevice,android_sensor_accelerometer0,android_sensor_accelerometer1,android_sensor_accelerometer2,Lat,Long
1.50056846833e+12,user1,motorola-XT1096,0.335188239813,6.90487766266,6.97191524506,30.6190214,-96.3397147
1.50056846834e+12,user1,motorola-XT1096,0.325611442327,6.78037929535,7.24006605148,30.6195363,-96.3389028
1.50056846836e+12,user1,motorola-XT1096,0.651222884655,6.4643445015,7.59440755844,30.6195363,-96.3389028
1.50056846839e+12,user1,motorola-XT1096,0.785298168659,6.61757326126,7.45075559616,30.6195363,-96.3389028
1.5005684684e+12,user1,motorola-XT1096,0.986411094666,6.40688371658,7.37414121628,30.6195363,-96.3389028
1.50056846842e+12,user1,motorola-XT1096,1.03429508209,6.29196214676,7.69975280762,30.6195363,-96.3389028
1.50056846844e+12,user1,motorola-XT1096,0.852335810661,6.30153894424,7.7093296051,30.6195363,-96.3389028
1.50056846846e+12,user1,motorola-XT1096,0.565031588078,6.76122570038,7.30710363388,30.6195363,-96.3389028
1.50056846848e+12,user1,motorola-XT1096,0.689530074596,6.79953289032,6.96233844757,30.6195363,-96.3389028
1.5005684685e+12,user1,motorola-XT1096,0.881066203117,6.64630413055,6.83784008026,30.6195363,-96.3389028
1.50056846852e+12,user1,motorola-XT1096,0.938527047634,6.62715053558,7.04852962494,30.6195363,-96.3389028
1.50056846854e+12,user1,motorola-XT1096,0.881066203117,6.6846113205,7.06768321991,30.6195363,-96.3389028
1.50056846856e+12,user1,motorola-XT1096,0.737414121628,6.81868648529,6.97191524506,30.6195363,-96.3389028
1.50056846857e+12,user1,motorola-XT1096,0.0383072271943,7.39329481125,6.92403125763,30.6195363,-96.3389028
1.50056846859e+12,user1,motorola-XT1096,0.641646027565,7.17302846909,6.79953289032,30.6195363,-96.3389028
1.50056846862e+12,user1,motorola-XT1096,0.890643060207,7.02937602997,6.76122570038,30.6195363,-96.3389028
1.50056846863e+12,user1,motorola-XT1096,0.938527047634,7.01979923248,6.64630413055,30.6195363,-96.3389028
1.50056846866e+12,user1,motorola-XT1096,1.08217918873,6.92403125763,6.50265169144,30.6195363,-96.3389028
1.50056846872e+12,user1,motorola-XT1096,0.900219857693,6.95276165009,6.63672733307,30.6195363,-96.3389028
1.50056846877e+12,user1,motorola-XT1096,0.785298168659,7.00064563751,7.10599040985,30.6195363,-96.3389028
1.50056846883e+12,user1,motorola-XT1096,0.919373452663,6.91445446014,6.95276165009,30.6195363,-96.3389028
1.50056846889e+12,user1,motorola-XT1096,0.861912608147,7.17302846909,6.71334171295,30.6195363,-96.3389028
1.50056846895e+12,user1,motorola-XT1096,0.967257499695,7.1634516716,6.67503452301,30.6195363,-96.3389028
1.50056846901e+12,user1,motorola-XT1096,0.766144514084,7.38371801376,6.1100025177,30.6195363,-96.3389028
