Time,Activity,PhoneDevice,android_sensor_accelerometer0,android_sensor_accelerometer1,android_sensor_accelerometer2,Lat,Long
1.50057628795e+12,user10,motorola-XT1096,-0.143652096391,6.60799646378,7.10599040985,30.6189019,-96.3399831
1.50057628797e+12,user10,motorola-XT1096,-0.143652096391,6.56011247635,7.37414121628,30.6188978,-96.3394274
1.50057628798e+12,user10,motorola-XT1096,-0.373495459557,6.50265169144,7.62313842773,30.6188978,-96.3394274
1.500576288e+12,user10,motorola-XT1096,-0.536301195621,6.4643445015,7.60398483276,30.6188978,-96.3394274
1.50057628802e+12,user10,motorola-XT1096,-0.497993946075,6.50265169144,7.45075559616,30.6188978,-96.3394274
1.50057628804e+12,user10,motorola-XT1096,-0.48841714859,6.4643445015,7.34541082382,30.6188978,-96.3394274
1.50057628806e+12,user10,motorola-XT1096,-0.507570743561,6.45476770401,7.27837324142,30.6188978,-96.3394274
1.50057628808e+12,user10,motorola-XT1096,-0.469263523817,6.49307489395,7.1634516716,30.6188978,-96.3394274
1.5005762881e+12,user10,motorola-XT1096,-0.430956304073,6.48349809647,7.14429807663,30.6188978,-96.3394274
1.50057628812e+12,user10,motorola-XT1096,-0.526724398136,6.5888428688,7.19218206406,30.6188978,-96.3394274
1.50057628814e+12,user10,motorola-XT1096,-0.536301195621,6.64630413055,7.24006605148,30.6188978,-96.3394274
1.50057628816e+12,user10,motorola-XT1096,-0.450109928846,6.61757326126,7.2975268364,30.6188978,-96.3394274
1.50057628818e+12,user10,motorola-XT1096,-0.402225881815,6.52180528641,7.2975268364,30.6188978,-96.3394274
1.5005762882e+12,user10,motorola-XT1096,-0.497993946075,6.57926607132,7.24006605148,30.6188978,-96.3394274
1.50057628822e+12,user10,motorola-XT1096,-0.565031588078,6.65588092804,7.25921964645,30.6188978,-96.3394274
1.50057628824e+12,user10,motorola-XT1096,-0.584185242653,6.64630413055,7.2975268364,30.6188978,-96.3394274
1.50057628827e+12,user10,motorola-XT1096,-0.469263523817,6.56968927383,7.40287160873,30.6188978,-96.3394274
